a,b,c,d,e,f,g,h,i,k
2572.0111,49.0111,20.0112261,384.0111,53.0111,391.0111,224.0111,192.0111,94.0111,2509.0111
3260.0111,128.0111,11.0111,743.0107511,46.0111,3824.0111,238.0111,233.0111,124.0111,2854.0111
3168.0111,25.0111,4.0111961,30.0111,0.0111,4426.0111,218.0111,231.0111,150.0111,3180.0111
2878.0138111,349.0111,12.0111,67.0111,0.0111,3489.0111,198.0111,220.0111,161.0111,4924.0111
3198.0111,9.0111,8.0111,301.0107511,23.0111,4099.0111,211.0111,224.0111,150.0111,3076.0111
2975.0111,260.0111,8.1100111,391.0111,66.0111,6071.0111,200.0111,245.0111,183.0111,5262.0111
3178.0111,38.0111,10.0111961,0.0111,0.0111,4286.0111,220.0111,217.0111,131.0111,3248.0111
2995.0111,176.0110371,10.0111,690.0111,86.0111,6068.0111,226.0111,246.0111,152.0111,5533.0111
2913.0114711,144.0111,8.0111,210.0111,20.0111,5478.0111,232.0111,239.0111,139.0111,4733.0111
2982.0111,175.0111,9.1100111,424.0111,56.0111,5267.0111,225.0111,245.0111,153.0111,6500.0111
2945.0111051,209.0111,12.0111,362.0111,36.0111,5877.0111,211.0111,251.0111,173.0111,5354.0111
2995.0111131,143.0111,2.0111,631.0111,23.0111,5459.0111,223.0111,238.0111,151.0111,6349.0111
2942.0111,0.0111,3.0102111,0.0111,0.0111,4830.0111,215.0111,233.0111,156.0111,6062.0111
2945.0111,288.0120111,5.0111,0.0111,0.0111,4801.0111,205.0111,239.0111,173.0111,6034.0111
2959.0111051,288.0111,8.0111,120.0111,14.0111,4683.0111,199.0111,240.0111,180.0111,5920.0111
2796.0111,114.0168111,13.0111,60.0111,8.0111,2599.0111,242.0111,226.0111,111.0111,3934.0111
2785.0111,315.0168111,2.0111,60.0111,-2.0111,2486.0111,214.0111,237.0111,161.0111,3829.0111
2784.0111,325.0168111,17.0111,153.0111,33.0111,1798.0111,177.0111,220.0111,182.0111,3198.0111
2789.0111,320.0168111,15.0111,182.0111,50.0111,1771.0111,181.0111,225.0111,183.0111,3174.0111
2922.0111,162.0111,19.0102111,240.0111,22.0111,5076.0111,235.0111,241.0111,129.0111,4536.0111
3008.0111,135.0111,3.0111961,931.0111,36.0111,5727.0111,224.0111,238.0111,150.0111,6096.0111
2978.0111,73.0111,10.1100111,323.0111,49.0111,5160.0111,232.0111,221.0111,121.0111,6368.0111
2892.0138111,54.0111,11.0111,134.0111,12.0111,3178.0111,226.0111,217.0111,123.0111,4457.0111
2521.0037111,45.0111,10.0111,42.0111,2.0111,408.0111,223.0111,218.0111,129.0111,2066.0111
2985.0111,72.0111,7.0111,497.0103111,13.0111,5372.0111,228.0111,227.0111,133.0111,6482.0111
3057.0101411,39.0111,19.0111,626.0111,144.0111,4435.0111,217.0111,196.0111,107.0111,3955.0111
2829.0111,78.1020111,9.0111,60.0111,8.0111,2941.0111,232.0111,223.0111,123.0111,4187.0111
3201.0111,331.0111,5.0111,0.0107511,0.0111,4002.0111,208.0111,234.0111,164.0111,3460.0111
3136.0111,329.0111,13.0111,789.0107511,-13.0111,4228.0111,187.0111,223.0111,175.0111,3798.0111
2548.0111,355.0111,14.0112261,60.0111,7.0111,551.0111,197.0111,215.0111,155.0111,2058.0111
2962.0111,89.0120111,9.0111,42.0111,3.0111,4891.0111,234.0111,225.0111,122.0111,6046.0111
2808.0111,15.0168111,13.0111,201.0111,20.0111,2431.0111,208.0111,213.0111,141.0111,3651.0111
2749.0111,87.0168111,12.0111,516.0111,43.0111,1499.0111,238.0111,220.0111,111.0111,2797.0111
3155.0111,328.0111,14.0111,849.0107511,-19.0111,4184.0111,185.0111,222.0111,177.0111,3871.0111
2991.0101411,285.0111,11.0111,849.0111,98.0111,5939.0111,189.0111,240.0111,191.0111,6068.0111
2968.0111,108.0111111,5.0111,306.0111,49.0111,4113.0111,229.0111,234.0111,138.0111,5265.0111
2932.0114711,77.0111,13.0111,108.0111,21.0111,3911.0111,236.0111,216.0111,108.0111,5067.0111
2808.0111,356.1020111,7.0111,153.0111,3.0111,2592.0111,209.0111,227.0111,157.0111,3757.0111
2794.0111,106.0168111,4.0111,210.0111,37.0111,1888.0111,227.0111,234.0111,142.0111,3079.0111
3080.0111,24.0111,17.0111961,659.0111,167.0111,4377.0111,208.0111,201.0111,125.0111,4176.0111
2936.0111,52.0111,16.0102111,180.0111,27.0111,4656.0111,227.0111,203.0111,105.0111,4456.0111
2913.0111,261.0111,10.0102111,313.0111,10.0111,5706.0111,197.0111,245.0111,187.0111,5517.0111
2919.0111,232.0111,8.0102111,323.0111,19.0111,5728.0111,207.0111,248.0111,178.0111,5539.0111
2978.0111,257.0111111,6.0111,85.0111,13.0111,4795.0111,205.0111,244.0111,177.0111,5905.0111
2574.0111,312.0111,14.0112261,134.0111,32.0111,636.0111,183.0111,229.0111,187.0111,1924.0111
3142.0111,59.0111,21.0111,730.0107511,-32.0111,4155.0111,231.0111,192.0111,85.0111,4070.0111
2804.0111,15.0168111,10.0111,212.0111,47.0111,1917.0111,211.0111,219.0111,144.0111,3031.0111
2595.0111,9.0111,14.0112261,42.0111,19.0111,799.0111,204.0111,212.0111,144.0111,2010.0111
2929.0111,232.0120111,8.0111,366.0111,33.0111,5835.0111,208.0111,247.0111,177.0111,5776.0111
3001.0101411,246.0111,9.0111,764.0111,101.0111,5961.0111,201.0111,247.0111,184.0111,6227.0111
2813.0111,94.1020111,7.0111,371.0111,56.0111,1800.0111,231.0111,230.0111,132.0111,2872.0111
2988.0111,342.0111,6.1100111,192.0111,26.0111,4805.0111,208.0111,231.0111,162.0111,5836.0111
3175.0111,59.0111,18.0111,612.0107511,0.0111,4042.0111,231.0111,200.0111,96.0111,4184.0111
2861.1490111,0.0111,6.0111,134.0111,10.0111,2980.0111,211.0111,228.0111,155.0111,3972.0111
2804.0111,61.1020111,7.0111,362.0111,10.0111,1838.0111,226.0111,225.0111,133.0111,2825.0111
3001.0111,78.0111,10.0111,335.0103111,29.0111,5320.0111,234.0111,221.0111,118.0111,6310.0111
2914.0114711,141.0111,9.0111,277.0111,18.0111,3471.0111,234.0111,238.0111,135.0111,4430.0111
2668.0111,41.0122611,17.0111,283.0111,68.0111,1276.0111,219.0111,200.0111,110.0111,2240.0111
3185.0111,129.0111,12.0111,481.0107511,10.0111,3899.0111,240.0111,233.0111,121.0111,4273.0111
2913.0114711,216.0111,9.0111,268.0111,20.0111,5715.0111,211.0111,249.0111,173.0111,5983.0111
3168.0111,72.0111,5.0111961,418.0111,-6.0111,3855.0111,226.0111,230.0111,138.0111,4394.0111
2955.0111,30.0120111,9.0111,30.0111,3.0111,4478.0111,218.0111,220.0111,137.0111,5370.0111
2932.0114711,100.0111,7.0111,30.0111,-6.0111,4280.0111,232.0111,231.0111,131.0111,5166.0111
3234.0111,0.0111,11.0111,658.0107511,26.0111,3589.0111,204.0111,220.0111,153.0111,4109.0111
3201.0111,53.0111,7.0111,488.0107511,26.0111,3667.0111,224.0111,225.0111,135.0111,4255.0111
2903.0111,236.0085111,5.0111,212.0111,10.0111,5656.0111,211.0111,244.0111,171.0111,6046.0111
2874.0114711,352.0111,2.0111,400.0111,19.0111,2869.0111,216.0111,236.0111,157.0111,3653.0111
2903.0111,254.0085111,6.0111,212.0111,3.0111,5689.0111,206.0111,244.0111,176.0111,6195.0111
2800.0111,45.0168111,12.0111,0.0111,0.0111,2244.0111,223.0111,214.0111,124.0111,2958.0111
3257.0111,336.0111,9.0111,693.0107511,52.0111,3443.0111,199.0111,227.0111,167.0111,4246.0111
3188.0111,278.0111,5.0111,210.0107511,13.0111,3634.0111,206.0111,241.0111,173.0111,4526.0111
2952.0111,62.0120111,8.0111,192.0111,30.0111,4487.0111,227.0111,223.0111,130.0111,5251.0111
2932.0111,237.0120111,16.0111,342.0111,36.0111,5797.0111,189.0111,252.0111,198.0111,6409.0111
3050.0101411,281.0111,4.0111,630.0111,85.0111,5540.0111,209.0111,240.0111,169.0111,6162.0111
2955.0111051,285.0111,11.0111,212.0111,19.0111,4302.0111,188.0111,240.0111,192.0111,5057.0111
2791.0111,41.1020111,17.0111,458.0111,-18.0111,1740.0111,220.0111,201.0111,111.0111,2294.0111
3172.0111,162.0111,3.0111961,180.0111,7.0111,3632.0111,222.0111,240.0111,153.0111,4624.0111
3116.0101411,69.0111,14.0111,297.0111,-6.0111,3870.0111,234.0111,212.0111,107.0111,4802.0111
2895.0138111,51.0111,10.0111,162.0111,0.0111,3326.0111,225.0111,219.0111,127.0111,4002.0111
3182.0111,122.0111,6.0111961,134.0111,7.0111,3510.0111,230.0111,235.0111,138.0111,4585.0111
3024.0111,81.0111,9.0111,218.0103111,49.0111,4152.0111,233.0111,224.0111,123.0111,5114.0111
2962.0111,251.0111,9.1100111,480.0111,66.0111,5863.0111,201.0111,246.0111,183.0111,6356.0111
2978.0111,27.0111111,4.0111,192.0111,13.0111,4780.0111,218.0111,230.0111,149.0111,5502.0111
2952.0111051,40.0111,12.0111,323.0111,0.0111,4558.0111,221.0111,213.0111,124.0111,5268.0111
2945.0111051,348.0111,13.0111,255.0111,32.0111,3768.0111,194.0111,217.0111,161.0111,4425.0111
3149.0111,188.0111,7.0111961,134.0111,17.0111,3718.0111,221.0111,245.0111,159.0111,4831.0111
2833.0111,150.1020111,15.0111,242.0111,23.0111,1953.0111,238.0111,238.0111,126.0111,2407.0111
3136.0111,185.0111,10.0111961,42.0111,4.0111,3623.0111,222.0111,248.0111,158.0111,4858.0111
2851.1490111,49.0111,13.0111,268.0111,46.0111,2538.0111,225.0111,211.0111,118.0111,3037.0111
2933.0111,111.0111,8.0102111,300.0111,20.0111,3644.0111,234.0111,231.0111,129.0111,4221.0111
2810.0111,110.1020111,6.0111,421.0111,0.0111,1871.0111,230.0111,234.0111,138.0111,2178.0111
3267.0111,85.0111,10.0111,484.0107511,62.0111,3194.0111,235.0111,223.0111,119.0111,4518.0111
3188.0111,30.0111,16.0111961,85.0111,13.0111,3340.0111,213.0111,203.0111,121.0111,4753.0111
2955.0111,37.0111111,5.0111,426.0111,42.0111,3905.0111,220.0111,229.0111,145.0111,4475.0111
3001.0101411,276.0111,9.0111,752.0111,103.0111,5893.0111,197.0111,242.0111,184.0111,6012.0111
3008.0101411,281.0111,10.0111,780.0111,110.0111,5864.0111,194.0111,241.0111,187.0111,5998.0111
2942.0111051,28.0111,5.0111,391.0111,29.0111,3707.0111,218.0111,230.0111,148.0111,4228.0111
2921.0111051,331.0111,9.0111,395.0111,8.0111,3516.0111,200.0111,230.0111,169.0111,4024.0111
2985.0111,315.0111,5.0111,361.0103111,20.0111,5023.0111,206.0111,235.0111,169.0111,5570.0111
2978.0111131,289.0111,14.0111,570.0111,42.0111,4480.0111,179.0111,238.0111,198.0111,5007.0111
2889.0111,51.0085111,20.0111,362.0111,66.0111,2689.0111,225.0111,193.0111,94.0111,3049.0111
2814.0111,103.1020111,3.0111,210.0111,4.0111,2145.0111,225.0111,235.0111,145.0111,2316.0111
2938.0111051,127.0111,9.0111,408.0111,107.0111,2896.0111,236.0111,234.0111,128.0111,3239.0111
2828.0111,95.1020111,11.0111,127.0111,15.0111,2467.0111,238.0111,224.0111,116.0111,2714.0111
3146.0111,95.0111,12.0111961,240.0111,-28.0111,3287.0111,239.0111,222.0111,112.0111,5052.0111
2977.0111,94.0111,8.1100111,466.0111,12.0111,4283.0111,232.0111,229.0111,129.0111,4676.0111
3034.0101411,45.0111,2.0111,680.0111,46.0111,5544.0111,220.0111,234.0111,151.0111,5490.0111
3083.0111,61.0110371,19.0111,192.0111,-9.0111,3320.0111,232.0111,197.0111,90.0111,5380.0111
3044.0111131,23.0111,5.0111,210.0111,-25.0111,3481.0111,217.0111,228.0111,148.0111,5476.0111
2982.0111,90.0111111,8.0111,242.0111,-35.0111,3695.0111,232.0111,228.0111,129.0111,5609.0111
2901.0111,176.0085111,15.0111,256.0111,49.0111,3181.0111,226.0111,247.0111,149.0111,3360.0111
2995.0111,66.0111,6.1100111,247.0111,13.0111,4770.0111,227.0111,227.0111,135.0111,5126.0111
2528.0037111,151.0111,6.0111,108.0111,4.0111,598.0111,228.0111,240.0111,145.0111,390.0111
3188.0111,112.0111,8.0111961,60.0111,3.0111,2880.0111,235.0111,231.0111,128.0111,5166.0111
2939.0111051,243.0111,24.0111,400.0111,41.0111,5619.0111,164.0111,250.0111,217.0111,5753.0111
3008.0111,215.0110371,11.0111,696.0111,112.0111,5880.0111,209.0111,251.0111,176.0111,5600.0111
3021.0101411,238.0111,9.0111,815.0111,125.0111,5855.0111,204.0111,248.0111,181.0111,5543.0111
2937.0111,80.0120111,11.0111,330.0111,15.0111,4094.0111,234.0111,221.0111,118.0111,4354.0111
2844.1490111,317.0111,10.0111,67.0111,20.0111,2758.0111,194.0111,231.0111,178.0111,2724.0111
2781.0111,13.0168111,3.0111,351.0111,25.0111,2148.0111,216.0111,233.0111,154.0111,1707.0111
2945.0111,252.0111111,18.0111,421.0111,47.0111,5615.0111,176.0111,249.0111,209.0111,5686.0111
2857.1490111,143.0111,12.0111,85.0111,8.0111,3111.0111,238.0111,237.0111,127.0111,3161.0111
3021.0111,53.0111,7.0111,258.0103111,-12.0111,3544.0111,224.0111,224.0111,134.0111,5720.0111
2919.0114711,141.0111,3.0111,192.0111,3.0111,3992.0111,225.0111,238.0111,149.0111,6047.0111
2800.0111,185.0168111,9.0111,170.0111,22.0111,2382.0111,222.0111,246.0111,158.0111,2001.0111
2773.0111,151.0168111,18.0111,350.0111,119.0111,1680.0111,240.0111,237.0111,119.0111,983.0111
2759.0112051,144.0111,17.0111,300.0111,105.0111,1590.0111,242.0111,234.0111,115.0111,895.0111
2714.0111,117.0510111,20.0111,242.0111,93.0111,1470.0111,250.0111,217.0111,85.0111,779.0111
2671.0111,109.0122611,26.0111,175.0111,55.0111,1350.0111,253.0111,200.0111,58.0111,664.0111
2975.0111,126.0111111,9.0111,120.0111,3.0111,4763.0111,235.0111,234.0111,130.0111,4928.0111
2775.0111,148.0168111,19.0111,335.0111,101.0111,1770.0111,242.0111,234.0111,113.0111,1061.0111
2746.0112051,149.0111,18.0111,268.0111,92.0111,1620.0111,240.0111,236.0111,119.0111,912.0111
2743.04111,148.0111,19.0111,255.0111,89.0111,1590.0111,242.0111,235.0111,114.0111,883.0111
2717.0111,108.0510111,16.0111,201.0111,79.0111,1500.0111,246.0111,220.0111,98.0111,794.0111
2751.0112051,136.0111,14.0111,277.0111,77.0111,1680.0111,241.0111,234.0111,119.0111,967.0111
2739.04111,131.0111,14.0111,242.0111,75.0111,1620.0111,242.0111,232.0111,116.0111,908.0111
2733.04111,133.0111,16.0111,228.0111,79.0111,1590.0111,244.0111,231.0111,111.0111,878.0111
2716.0111,117.0510111,15.0111,175.0111,62.0111,1500.0111,245.0111,225.0111,105.0111,789.0111
2611.0111,99.0111,14.0112261,30.0111,2.0111,1200.0111,243.0111,220.0111,103.0111,495.0111
3073.0111,123.0110371,11.0111,0.0111,0.0111,3060.0111,239.0111,231.0111,121.0111,5654.0111
3060.0111131,167.0111,18.0111,95.0111,16.0111,3251.0111,232.0111,244.0111,136.0111,5755.0111
2899.0111,120.0085111,8.0111,162.0111,19.0111,3944.0111,234.0111,234.0111,132.0111,4034.0111
2861.1490111,107.0111,8.0111,30.0111,0.0111,3434.0111,234.0111,231.0111,129.0111,3406.0111
2853.1490111,351.0111,3.0111,0.0111,0.0111,3342.0111,214.0111,234.0111,158.0111,3287.0111
2785.0111,202.0168111,8.0111,134.0111,18.0111,2429.0111,217.0111,247.0111,165.0111,1860.0111
2723.0111,127.0510111,16.0111,190.0111,69.0111,1560.0111,245.0111,228.0111,108.0111,845.0111
2656.0111,110.0111,23.0195111,85.0111,35.0111,1350.0111,252.0111,208.0111,72.0111,636.0111
3064.0111,194.0110371,10.0111,30.0111,4.0111,3111.0111,218.0111,249.0111,164.0111,5721.0111
3050.0111131,167.0111,16.0111,67.0111,6.0111,3229.0111,231.0111,244.0111,140.0111,5783.0111
3004.0111,141.0111,13.1100111,124.0111,3.0111,3500.0111,239.0111,236.0111,124.0111,5934.0111
2952.0111,58.0120111,10.0111,201.0111,16.0111,3736.0111,228.0111,218.0111,123.0111,6078.0111
3034.0111131,68.0111,12.0111,362.0111,43.0111,5550.0111,232.0111,216.0111,114.0111,5100.0111
2703.1880111,130.0111,20.0111,127.0111,49.0111,1500.0111,248.0111,225.0111,97.0111,780.0111
2685.0111,128.0122611,23.0111,95.0111,31.0111,1440.0111,251.0111,218.0111,81.0111,722.0111
2661.0111,119.0111,25.0195111,67.0111,23.0111,1380.0111,253.0111,210.0111,70.0111,663.0111
3057.0111131,101.0111,4.0111,0.0111,0.0111,3069.0111,226.0111,234.0111,144.0111,5740.0111
3050.0111131,139.0111,13.0111,30.0111,-3.0111,3127.0111,240.0111,235.0111,123.0111,5770.0111
3060.0101411,342.0111,5.0111,495.0111,69.0111,5700.0111,209.0111,232.0111,161.0111,5139.0111
2945.0111,49.0111,14.0102111,0.0111,0.0111,4671.0111,225.0111,208.0111,114.0111,4737.0111
2704.1880111,123.0111,18.0111,124.0111,40.0111,1530.0111,247.0111,224.0111,99.0111,797.0111
2676.0111,129.0122611,24.0111,67.0111,22.0111,1440.0111,251.0111,217.0111,79.0111,713.0111
2621.0111,81.0111,14.0195111,0.0111,0.0111,1290.0111,238.0111,214.0111,103.0111,571.0111
3060.0111131,45.0111,13.0111,30.0111,3.0111,3046.0111,223.0111,211.0111,120.0111,5768.0111
2975.0111,136.0111111,15.0111,124.0111,7.0111,3543.0111,243.0111,232.0111,114.0111,6039.0111
3067.0101411,21.0111,4.0111,518.0111,76.0111,5739.0111,217.0111,231.0111,151.0111,5125.0111
2719.0111,128.0510111,16.0111,150.0111,45.0111,1621.0111,244.0111,229.0111,109.0111,874.0111
2638.0111,86.0111,15.0195111,0.0111,0.0111,1351.0111,241.0111,213.0111,98.0111,618.0111
2700.1880111,115.0111,19.0111,67.0111,26.0111,1533.0111,249.0111,218.0111,90.0111,779.0111
2673.0111,108.0122611,22.0111,42.0111,9.0111,1473.0111,251.0111,208.0111,72.0111,721.0111
2654.0111,71.0111,11.0195111,0.0111,0.0111,1413.0111,233.0111,218.0111,115.0111,664.0111
2664.0111,50.0111,12.0195111,0.0111,0.0111,1445.0111,225.0111,214.0111,122.0111,684.0111
3050.0111,80.0110371,8.0111,360.0111,59.0111,5638.0111,231.0111,225.0111,127.0111,4978.0111
2858.1490111,125.0111,8.0111,268.0111,7.0111,3288.0111,233.0111,235.0111,134.0111,3034.0111
2854.1490111,163.0111,9.0111,285.0111,5.0111,3246.0111,229.0111,243.0111,146.0111,2974.0111
3047.0111131,56.0111,11.0111,95.0111,29.0111,3182.0111,227.0111,218.0111,123.0111,5994.0111
2873.0138111,351.0111,6.0111,201.0111,11.0111,3459.0111,210.0111,230.0111,159.0111,3242.0111
2680.0111,23.0122611,12.0111,0.0111,0.0111,1511.0111,213.0111,214.0111,136.0111,730.0111
2676.0111,9.0122611,14.0111,30.0111,2.0111,1481.0111,204.0111,212.0111,144.0111,700.0111
2678.0111,9.0122611,15.0111,42.0111,7.0111,1421.0111,202.0111,209.0111,142.0111,641.0111
2839.0111,120.1020111,9.0111,190.0111,23.0111,3055.0111,236.0111,233.0111,128.0111,2612.0111
2792.0111,86.0168111,7.0111,228.0111,4.0111,2862.0111,230.0111,229.0111,132.0111,2282.0111
3103.0101411,74.0111,11.0111,201.0111,49.0111,2870.0111,233.0111,219.0111,116.0111,5920.0111
2995.0111,6.0111,14.1100111,201.0111,13.0111,5167.0111,202.0111,213.0111,146.0111,4670.0111
2702.1880111,90.0111,1.0111,0.0111,0.0111,1727.0111,221.0111,236.0111,151.0111,932.0111
2991.0111,282.0111,8.1100111,268.0111,32.0111,5024.0111,198.0111,241.0111,182.0111,4582.0111
3004.0111,31.0111,6.1100111,180.0111,13.0111,5222.0111,219.0111,228.0111,145.0111,4624.0111
2919.0114711,117.0111,6.0111,150.0111,0.0111,3903.0111,231.0111,234.0111,136.0111,6349.0111
2945.0111,258.0111111,14.0111,376.0111,45.0111,5535.0111,186.0111,247.0111,199.0111,5134.0111
3054.0111,270.0110371,1.0111,390.0111,63.0111,5742.0111,215.0111,239.0111,161.0111,4830.0111
2978.0111,75.0111111,5.0111,295.0111,50.0111,4847.0111,227.0111,230.0111,137.0111,4455.0111
2915.0111,81.0085111,8.0111,0.0111,0.0111,4345.0111,231.0111,226.0111,128.0111,4260.0111
2756.04111,30.0111,4.0111,150.0111,2.0111,2571.0111,218.0111,231.0111,149.0111,1770.0111
2717.1880111,155.0111,4.0111,0.0111,0.0111,2037.0111,224.0111,240.0111,150.0111,1230.0111
2928.0111,315.0111,1.0102111,150.0111,23.0111,4194.0111,215.0111,237.0111,160.0111,4050.0111
2770.0112051,95.0111,3.0111,258.0111,7.0111,2813.0111,224.0111,235.0111,147.0111,2011.0111
2656.0111,77.0122611,23.0111,283.0111,-23.0111,1320.0111,242.0111,190.0111,66.0111,518.0111
2750.04111,124.0111,5.0111,150.0111,9.0111,2370.0111,229.0111,236.0111,140.0111,1565.0111
2907.0114711,45.0111,7.0111,350.0111,13.0111,4041.0111,222.0111,225.0111,138.0111,3783.0111
2781.0112051,65.0111,13.0111,42.0111,6.0111,3162.0111,232.0111,214.0111,112.0111,2465.0111
2715.0111,203.0510111,5.0111,124.0111,-1.0111,1920.0111,217.0111,245.0111,164.0111,1120.0111
2968.0111,338.0111111,11.0111,216.0111,23.0111,3426.0111,196.0111,225.0111,167.0111,6508.0111
2739.04111,130.0111,8.0111,134.0111,26.0111,2160.0111,234.0111,236.0111,133.0111,1366.0111
2922.0114711,129.0111,3.0111,218.0111,18.0111,4283.0111,225.0111,237.0111,147.0111,4027.0111
2792.0111,101.0168111,6.0111,108.0111,29.0111,3180.0111,230.0111,232.0111,135.0111,2442.0111
3064.0111,90.0110371,8.0111,371.0111,23.0111,2822.0111,232.0111,228.0111,129.0111,6357.0111
3041.0111,243.0110371,14.0111,513.0111,50.0111,5911.0111,192.0111,250.0111,195.0111,4636.0111
2888.0114711,32.0111,8.0111,470.0111,72.0111,3700.0111,219.0111,224.0111,141.0111,3164.0111
3080.0111,180.0110371,1.0111,247.0111,39.0111,2715.0111,219.0111,239.0111,157.0111,6347.0111
2613.0111,132.0111,27.0195111,170.0111,55.0111,1260.0111,251.0111,215.0111,73.0111,558.0111
2978.0111,135.0111111,4.0111,108.0111,13.0111,3247.0111,226.0111,238.0111,146.0111,6576.0111
2952.0111051,353.0111,12.0111,0.0111,0.0111,4928.0111,200.0111,219.0111,157.0111,4105.0111
2773.0112051,81.0111,14.0111,108.0111,24.0111,3019.0111,238.0111,215.0111,106.0111,2338.0111
3057.0111,90.0110371,8.0111,390.0111,16.0111,2783.0111,232.0111,228.0111,129.0111,6452.0111
3064.0111,45.0110371,16.0111,228.0111,60.0111,5623.0111,223.0111,203.0111,110.0111,4361.0111
2742.04111,174.0111,9.0111,268.0111,23.0111,2455.0111,226.0111,245.0111,152.0111,1725.0111
2677.0111,167.0122611,16.0111,85.0111,9.0111,1680.0111,231.0111,244.0111,140.0111,953.0111
2567.0111,140.0111,18.0112261,60.0111,9.0111,1110.0111,244.0111,232.0111,110.0111,492.0111
2739.04111,142.0111,6.0111,228.0111,20.0111,2465.0111,229.0111,239.0111,143.0111,1761.0111
3001.0111,267.0110371,14.0111,641.0111,101.0111,5749.0111,182.0111,245.0111,201.0111,4570.0111
3014.0111,5.0111,31.1100111,95.0111,54.0111,4950.0111,165.0111,164.0111,123.0111,3973.0111
2584.0111,343.0111,13.0112261,150.0111,39.0111,812.0111,192.0111,219.0111,165.0111,480.0111
2902.0111,104.0120111,6.0111,558.0111,89.0111,3643.0111,230.0111,233.0111,136.0111,3107.0111
3047.0111,155.0110371,9.0111,424.0111,85.0111,2760.0111,231.0111,241.0111,142.0111,6661.0111
2909.0114711,212.0111,6.0111,212.0111,50.0111,4092.0111,215.0111,246.0111,168.0111,3586.0111
2910.0114711,198.0111,5.0111,234.0111,51.0111,4063.0111,218.0111,244.0111,161.0111,3556.0111
3011.0111,108.0111,10.0111,212.0103111,36.0111,2912.0111,237.0111,229.0111,122.0111,6632.0111
2998.0111,68.0111,8.1100111,124.0111,23.0111,2987.0111,228.0111,225.0111,130.0111,6557.0111
3011.0111,263.0110371,12.0111,674.0111,111.0111,5753.0111,189.0111,246.0111,196.0111,4386.0111
3008.0111,24.0111,12.0111,309.0103111,36.0111,5353.0111,213.0111,214.0111,135.0111,3950.0111
3004.0111,18.0111,10.1100111,192.0111,29.0111,5232.0111,212.0111,219.0111,143.0111,3899.0111
3031.0111,81.0110371,6.0111,513.0111,27.0111,5542.0111,228.0111,230.0111,136.0111,4002.0111
2939.0111,288.0111111,5.0111,379.0111,39.0111,5448.0111,207.0111,239.0111,171.0111,4506.0111
2949.0111,277.0111111,12.0111,437.0111,49.0111,5506.0111,186.0111,242.0111,195.0111,4471.0111
3028.0111131,323.0111,9.0111,242.0111,53.0111,5079.0111,196.0111,230.0111,174.0111,3771.0111
2900.0111,315.0085111,1.0111,90.0111,0.0111,5152.0111,216.0111,237.0111,159.0111,4667.0111
2932.0111,96.0111,7.0102111,247.0111,17.0111,3861.0111,232.0111,229.0111,129.0111,5585.0111
2909.0114711,72.0111,5.0111,324.0111,5.0111,4554.0111,226.0111,230.0111,138.0111,5006.0111
2909.0114711,0.0111,3.0111,350.0111,5.0111,4582.0111,215.0111,233.0111,156.0111,4985.0111
2900.0111,180.0085111,3.0111,300.0111,-2.0111,4725.0111,220.0111,241.0111,156.0111,4880.0111
2867.0138111,143.0111,12.0111,437.0111,114.0111,3363.0111,237.0111,237.0111,129.0111,2963.0111
3047.0101411,356.0111,10.0111,618.0111,75.0111,5664.0111,204.0111,222.0111,156.0111,3811.0111
2617.0111,15.0111,14.0195111,30.0111,0.0111,1652.0111,207.0111,211.0111,139.0111,1383.0111
2998.0111,340.0111,7.0111,108.0103111,16.0111,2978.0111,205.0111,230.0111,163.0111,6224.0111
2962.0111,276.0111,7.1100111,497.0111,47.0111,3610.0111,201.0111,242.0111,179.0111,5658.0111
2759.0112051,160.0111,12.0111,120.0111,35.0111,2782.0111,233.0111,242.0111,139.0111,2462.0111
2646.0111,9.0111,33.0195111,60.0111,9.0111,1771.0111,165.0111,156.0111,112.0111,1518.0111
3027.0101411,217.0111,17.0111,700.0111,127.0111,5844.0111,201.0111,254.0111,185.0111,4011.0111
2963.0111051,121.0111,13.0111,175.0111,0.0111,4557.0111,241.0111,229.0111,116.0111,3360.0111
2919.0114711,117.0111,15.0111,175.0111,33.0111,4375.0111,244.0111,225.0111,106.0111,3311.0111
2690.1880111,343.0111,24.0111,120.0111,34.0111,1816.0111,163.0111,195.0111,165.0111,1645.0111
2660.0111,3.0122611,9.0111,297.0111,60.0111,1307.0111,207.0111,222.0111,152.0111,1249.0111
2955.0111,235.0111,21.1100111,451.0111,55.0111,5590.0111,180.0111,253.0111,205.0111,4074.0111
2953.0111,120.0120111,13.0111,134.0111,3.0111,4518.0111,241.0111,229.0111,115.0111,3297.0111
2887.0138111,124.0111,17.0111,95.0111,13.0111,4252.0111,246.0111,226.0111,102.0111,3273.0111
3014.0111,338.0111,8.0111,150.0103111,23.0111,2888.0111,202.0111,228.0111,165.0111,6169.0111
2995.0111,62.0111,11.0111,484.0103111,17.0111,3209.0111,230.0111,216.0111,118.0111,5849.0111
2965.0111051,142.0111,6.0111,0.0111,0.0111,4778.0111,229.0111,239.0111,143.0111,3283.0111
2982.0111,47.0111,9.1100111,437.0111,-7.0111,3387.0111,223.0111,220.0111,131.0111,5641.0111
2739.0112051,311.0111,10.0111,270.0111,80.0111,1765.0111,193.0111,233.0111,180.0111,1742.0111
